G2latitude,G2longitude,G2pressure,G2depth,G2temperature,G2theta,G2salinity,G2sigma0,G2phtsinsitutp,G2silicate,G2nitrate,G2sigma3,G2gamma,G2aou,G2sigma4,G2phosphate,G2sigma1,G2tco2,G2oxygen,G2sigma2,G2fco2,G2talk
-33.996,-170,3565.8,3510.8,1.6,1.3243,34.714,27.793,7.7935,109.28,32.131,41.496,28.08050597,150.31,45.858,2.3151,32.465,2271.1,186.71,37.033,1118.3,2367
-33.498,-170,2.5,2.4823,17.64,17.64,35.389,25.66,8.1019,0.66292,0.0045287,38.3,25.68470293,-0.50964,42.331,0.11763,29.967,2045.2,235.44,34.18,379.25,2317.8
-33.498,-170,47.8,47.456,17.64,17.632,35.389,25.662,8.1015,0.60558,0.0064366,38.302,25.68667978,0.024131,42.334,0.11728,29.969,2045,234.94,34.182,378.08,2318.3
-33.498,-170,123,122.09,15.28,15.261,35.341,26.178,8.0727,1.0491,1.857,38.939,26.2188736,19.032,43.008,0.30328,30.527,2075,226.92,34.78,447.81,2314.6
-33.498,-170,173.6,172.3,13.53,13.506,35.173,26.425,8.0456,1.9127,6.7683,39.284,26.4770388,34.92,43.384,0.57488,30.807,2094.1,220.05,35.093,513.63,2306.6
-33.498,-170,224.2,222.49,13.03,12.999,35.131,26.495,8.0479,1.998,6.9409,39.384,26.55148357,25.765,43.493,0.59679,30.888,2094.2,231.91,35.183,518.1,2304.7
-33.498,-170,270.7,268.6,12.34,12.304,35.022,26.548,8.0355,2.3806,8.6596,39.479,26.60918566,33.289,43.601,0.71995,30.955,2100.8,228.28,35.265,547.38,2300.6
-33.498,-170,348.7,345.94,10.6,10.558,34.796,26.696,7.9723,4.5497,15.14,39.736,26.7716397,64.679,43.891,1.0606,31.141,2128.9,207.07,35.486,682.73,2289.5
-33.498,-170,448.2,444.54,9.02,8.9708,34.625,26.829,7.9516,5.8438,18.889,39.973,26.92064227,72.866,44.16,1.3006,31.31,2140.3,208.71,35.69,756.1,2283.7
-33.498,-170,602.1,596.96,7.55,7.49,34.452,26.918,7.9623,6.0633,20.832,40.163,27.02677922,60.171,44.383,1.4301,31.433,2137.6,231.2,35.848,766.24,2277.8
-33.498,-170,797.6,790.42,6.58,6.5053,34.374,26.993,7.9523,9.6751,23.652,40.307,27.11537564,65.689,44.549,1.5746,31.532,2144.5,232.46,35.969,800.39,2278
-33.498,-170,998.5,989.04,5.31,5.2247,34.345,27.13,7.899,22.553,28.666,40.537,27.28332722,100.82,44.807,1.9184,31.701,2176.3,206.41,36.169,941.23,2287.2
-33.498,-170,1197.5,1185.6,4.01,3.9178,34.384,27.305,7.8599,43.11,32.039,40.809,27.48331673,130.32,45.109,2.1872,31.909,2211.4,186.55,36.409,1071.5,2306.2
-33.498,-170,1397.8,1383.2,3.23,3.1284,34.461,27.443,7.831,62.848,33.91,41.007,27.64600704,150.13,45.325,2.3729,32.067,2239.5,172.69,36.588,1165.6,2324.7
-33.498,-170,1651.7,1633.5,2.68,2.5634,34.565,27.577,7.818,88.851,34.908,41.182,27.79975684,168.36,45.514,2.4339,32.215,2271.9,158.73,36.75,1211.4,2354.8
-33.498,-170,1998.5,1974.9,2.35,2.2084,34.618,27.649,7.8122,108.58,35.485,41.282,27.88401525,179.2,45.622,2.5173,32.297,2294.4,150.65,36.841,1215.2,2379.3
-33.498,-170,2436.3,2405.1,2.08,1.904,34.645,27.695,7.7917,121.37,35.75,41.352,27.94408913,185.54,45.7,2.5291,32.351,2309.6,146.76,36.903,1241.2,2392.8
-33.498,-170,2687.4,2651.4,1.98,1.7827,34.657,27.714,7.7854,124.62,35.686,41.38,27.9696435,184.54,45.731,2.5132,32.374,2310.6,148.75,36.929,1235.2,2394.7
-33.498,-170,2937.8,2896.8,1.87,1.6511,34.668,27.733,7.7692,126.89,35.449,41.41,27.9965107,181.02,45.764,2.5044,32.396,2314,153.34,36.954,1257.3,2395.7
-33.498,-170,3243.3,3195.7,1.73,1.4841,34.693,27.765,7.7841,119.1,33.931,41.455,28.03971745,166.53,45.813,2.4346,32.433,2292.9,169.18,36.996,1180.3,2382.5
-33.498,-170,3709.3,3651,1.46,1.173,34.718,27.807,7.7934,109.91,32.308,41.523,28.10862365,144.03,45.889,2.2779,32.484,2264.7,194.28,37.055,1106.3,2361.7
-33.498,-170,4248.5,4176.6,1.12,0.78466,34.714,27.83,7.7823,117.3,31.992,41.578,28.17419543,137.65,45.954,2.2613,32.517,2261.6,204.04,37.099,1091,2360.6
-33.498,-170,4746,4660.5,1.03,0.64131,34.709,27.834,7.7634,121.46,32.11,41.595,28.19732622,136.43,45.975,2.2757,32.526,2262,206.53,37.113,1091,2361.1
-33.498,-170,5248.1,5147.8,1.05,0.60083,34.708,27.836,7.7428,122.22,32.084,41.6,28.20449369,136.5,45.981,2.2788,32.529,2263.3,206.82,37.117,1091.3,2362.5
-33.498,-170,5578.8,5468.2,1.09,0.59823,34.708,27.836,7.7222,121.81,32.083,41.601,28.20510952,136.62,45.982,2.2705,32.529,2263.8,206.72,37.117,1106.7,2360.8
-33.002,-170,3.9,3.8725,17.85,17.849,35.447,25.653,8.1101,0.56471,0.015902,38.282,25.67739094,0.16804,42.31,0.030138,29.956,2041.9,233.75,34.165,367.88,2321.5
-32.5,-170,2.8,2.7804,18.55,18.549,35.509,25.526,8.11,1.0427,0.005674,38.121,25.54757517,0.0096568,42.138,0.043342,29.817,2036.4,230.79,34.015,357.11,2322.6
-32.5,-170,22.4,22.242,18.57,18.566,35.508,25.521,8.111,0.74178,0,38.115,25.54255458,-0.15933,42.132,0.096828,29.812,2035.5,230.89,34.009,355.17,2322.9
-32.5,-170,73.7,73.17,18.46,18.447,35.495,25.541,8.1059,0.66253,0,38.141,25.56304378,0.26853,42.159,0.17669,29.834,2038.7,230.99,34.033,360.19,2323.3
-32.5,-170,122.2,121.31,15.47,15.451,35.353,26.145,8.084,1.205,0.98148,38.896,26.18429541,13.403,42.962,0.22514,30.49,2069.4,231.62,34.74,431.23,2316.5
-32.5,-170,172.8,171.52,13.68,13.655,35.163,26.386,8.0575,1.5118,5.1332,39.237,26.43676451,26.47,43.334,0.4817,30.766,2087.5,227.75,35.049,494.67,2306.7
-32.5,-170,223.5,221.81,12.93,12.899,35.105,26.495,8.0484,2.0699,7.2754,39.39,26.55178885,28.936,43.501,0.61524,30.89,2093.7,229.31,35.188,519.34,2303.5
-32.5,-170,273.9,271.8,12.07,12.034,34.974,26.563,8.0217,2.7902,9.9725,39.511,26.62591572,43.231,43.637,0.76193,30.976,2106.8,219.89,35.291,573.12,2298.1
-32.5,-170,349.2,346.46,10.25,10.209,34.751,26.722,7.9807,4.5971,15.352,39.784,26.80080111,63.721,43.947,1.1214,31.174,2126.2,210.15,35.528,677.18,2287.8
-32.5,-170,450.7,447.05,8.53,8.4822,34.558,26.854,7.9662,5.5014,18.95,40.03,26.95034804,65.702,44.228,1.3536,31.345,2135.7,219.06,35.737,742.38,2281.5
-32.5,-170,600.4,595.33,7.42,7.3608,34.439,26.927,7.9679,6.5989,21.04,40.181,27.03663285,58.561,44.403,1.4093,31.445,2137.3,233.69,35.862,760.04,2278.8
-32.5,-170,797.6,790.49,6.49,6.4159,34.368,27,7.9575,10.04,24.011,40.321,27.1241901,67.016,44.564,1.5803,31.541,2143.5,231.76,35.981,793.2,2278.4
-32.5,-170,997.7,988.33,5.28,5.195,34.344,27.133,7.9094,22.854,28.678,40.542,27.28658869,101.04,44.813,1.9238,31.704,2174.4,206.41,36.173,919.78,2288.8
-32.5,-170,1648.1,1630.1,2.67,2.5538,34.572,27.583,7.828,89.731,34.12,41.189,27.80617349,169.22,45.521,2.4123,32.222,2272,157.93,36.757,1186.6,2358.1
-32.5,-170,2435.1,2404.1,2.05,1.8747,34.65,27.701,7.7998,121.49,35.608,41.36,27.95172095,184.48,45.709,2.5147,32.358,2308,148.06,36.911,1220.3,2393.7
-32.5,-170,2686.4,2650.6,1.93,1.7338,34.661,27.721,7.7938,125.84,35.683,41.391,27.97948674,184.34,45.743,2.481,32.382,2311.1,149.35,36.938,1215.9,2397.7
-32.5,-170,2935.9,2895.1,1.82,1.6023,34.672,27.74,7.7897,127.73,35.348,41.421,28.00657348,179.94,45.776,2.4584,32.404,2309.1,154.83,36.964,1203.2,2397.2
-32.5,-170,3686.6,3629.2,1.47,1.1851,34.721,27.809,7.8032,110.21,32.072,41.523,28.10900194,144.01,45.889,2.2105,32.485,2263,194.18,37.056,1084.1,2363
-32.5,-170,4247.1,4175.6,1.11,0.77512,34.714,27.83,7.78,118.29,31.997,41.579,28.17601649,137.43,45.956,2.2679,32.518,2262.3,204.34,37.101,1097.1,2360.5
-32,-170,6.3,6.256,18.95,18.949,35.498,25.416,8.1175,0.62285,0,37.992,25.43571341,0.30686,42.004,0.060061,29.701,2027.3,228.82,33.892,343.46,2321.2
-31.503,-169.99,3.4,3.3764,19.23,19.229,35.48,25.33,8.1167,0.64368,0,37.894,25.3484598,-0.74859,41.901,0.06681,29.611,2023.8,228.73,33.798,339.95,2319.4
-31.503,-169.99,23,22.839,19.23,19.226,35.48,25.331,8.1129,0.60842,0,37.895,25.34945132,-0.033925,41.902,0.054585,29.612,2025.7,228.03,33.799,342.94,2319.5
-31.503,-169.99,73.5,72.978,18.93,18.917,35.5,25.426,8.1067,0.62579,0,38.004,25.44573933,0.24816,42.015,0.06912,29.712,2031.4,229.01,33.903,351.8,2320.2
-31.503,-169.99,124,123.1,17.17,17.149,35.485,25.852,8.0934,0.75621,0.21404,38.514,25.88140586,4.0442,42.553,0.14949,30.167,2055.2,232.91,34.387,391.92,2322.6
-31.503,-169.99,176.2,174.91,15.16,15.133,35.348,26.212,8.061,1.274,3.4449,38.98,26.25356654,28.027,43.051,0.35699,30.563,2079.4,218.53,34.818,461.68,2313.1
-31.503,-169.99,222,220.34,13.93,13.898,35.198,26.362,8.0447,1.7698,6.1305,39.2,26.41173546,34.944,43.292,0.52023,30.737,2090.8,217.98,35.016,504.03,2306.8
-31.503,-169.99,273.1,271.03,12.85,12.813,35.093,26.503,8.0112,2.9872,10.403,39.403,26.56033692,53.565,43.515,0.73362,30.9,2108.8,205.16,35.199,571.33,2301.6
-31.503,-169.99,345,342.32,11.25,11.207,34.889,26.652,7.9766,4.1221,14.308,39.65,26.72185537,67.456,43.793,1.0038,31.082,2124,200.41,35.414,658.68,2290.9
-31.503,-169.99,447.9,444.32,9.4,9.3495,34.667,26.801,7.9642,5.3478,18.181,39.919,26.88842093,71.84,44.099,1.2477,31.273,2134.2,207.33,35.644,722.26,2285
-31.503,-169.99,597.6,592.61,7.63,7.5701,34.474,26.924,7.9608,6.7306,21.483,40.163,27.03124901,66.679,44.381,1.4551,31.437,2139.1,224.12,35.849,767.63,2279.3
-31.503,-169.99,798,790.95,6.42,6.3463,34.372,27.012,7.9417,11.39,24.97,40.338,27.13789411,74.467,44.583,1.697,31.555,2148.9,224.78,35.996,826.38,2277.7
-31.503,-169.99,999.7,990.39,5.28,5.1948,34.344,27.133,7.9077,22.596,28.875,40.542,27.28644916,100.84,44.813,1.9312,31.704,2174.5,206.61,36.173,923.3,2288.3
-31.503,-169.99,1198.8,1187.1,3.98,3.888,34.374,27.3,7.8673,42.113,32.754,40.807,27.47977721,128.38,45.107,2.2242,31.905,2208.4,188.74,36.406,1053.6,2305.5
-31.503,-169.99,1398.8,1384.5,3.2,3.0986,34.467,27.451,7.8323,64.384,34.103,41.016,27.6548869,152.75,45.336,2.3498,32.076,2239.5,170.29,36.597,1163.4,2325
-31.503,-169.99,1648.7,1630.8,2.66,2.5439,34.566,27.579,7.8181,88.481,34.717,41.186,27.80286239,168.91,45.519,2.4395,32.218,2271.6,158.33,36.754,1212.1,2354.4
-31.503,-169.99,1850.7,1829.8,2.44,2.3098,34.606,27.631,7.8192,102.15,35.099,41.256,27.86200693,176.8,45.594,2.4965,32.276,2287.3,152.25,36.818,1205.2,2372.7
-31.503,-169.99,2251.2,2223.7,2.15,1.9894,34.641,27.685,7.8038,116.7,35.509,41.335,27.92951261,183.64,45.681,2.5471,32.339,2304,147.96,36.889,1223.3,2388.9
-31.503,-169.99,2940.6,2900,1.83,1.6117,34.672,27.739,7.7807,127.04,35.281,41.419,28.00526314,182.35,45.774,2.526,32.403,2310.3,152.34,36.963,1226.2,2395.6
-31.503,-169.99,3250.1,3202.9,1.7,1.4541,34.692,27.766,7.7878,120.54,34.17,41.459,28.04374698,168.29,45.818,2.4198,32.435,2294.6,167.68,36.999,1172.4,2385.4
-31.503,-169.99,3688.4,3631.2,1.45,1.1654,34.72,27.809,7.7947,110.51,32.053,41.525,28.11164944,143.89,45.892,2.2432,32.486,2265.1,194.48,37.057,1105.7,2362.2
-31.503,-169.99,4747.5,4662.7,1.02,0.63146,34.71,27.836,7.7674,121.06,32.209,41.597,28.20013039,136.32,45.978,2.2491,32.528,2261.4,206.72,37.115,1081.5,2361.8
-31.503,-169.99,5248.5,5149,1.05,0.60077,34.709,27.837,7.7444,122.45,32.324,41.601,28.20560567,136.79,45.982,2.2302,32.53,2263.1,206.53,37.118,1087.4,2362.8
-31.503,-169.99,5628.8,5517.5,1.1,0.6015,34.71,27.838,7.7297,121.12,32.099,41.602,28.20637776,137.28,45.983,2.2284,32.531,2262.3,206.03,37.118,1083.3,2362.5
-30.506,-170,2.1,2.0856,19.91,19.91,35.458,25.136,8.1242,0.53737,0.0028177,37.669,25.15128377,0.33657,41.667,0.032774,29.407,2011.5,224.88,33.583,322.98,2317.2
-30.506,-170,22.3,22.146,19.92,19.916,35.458,25.135,8.1258,0.52986,0.003689,37.667,25.14969399,-1.089,41.665,0.027838,29.405,2010.7,226.28,33.582,320.88,2317.9
-30.506,-170,73.8,73.282,19.9,19.886,35.454,25.139,8.1173,0.48757,0.00049419,37.673,25.15472021,-0.15298,41.672,0.020645,29.41,2013.6,225.47,33.587,327.08,2316.5
-30.506,-170,123.8,122.92,17.43,17.409,35.568,25.853,8.0879,0.8291,0.87219,38.501,25.88184436,16.123,42.535,0.18726,30.163,2058.3,219.54,34.378,393.88,2325.7
-30.506,-170,173.2,171.94,16.47,16.442,35.505,26.035,8.0583,1.2963,4.1349,38.732,26.069394,34.921,42.781,0.3562,30.362,2077.2,205.21,34.593,441.79,2321.3
-30.506,-170,222.7,221.06,15.29,15.256,35.377,26.207,8.0442,1.643,5.2243,38.968,26.24808265,40.557,43.037,0.43642,30.556,2086.5,205.36,34.809,478.39,2313.9
-30.506,-170,273.2,271.15,13.94,13.9,35.218,26.377,8.0216,2.3889,8.3006,39.214,26.42677006,53.466,43.307,0.63707,30.752,2101.2,199.41,35.03,533.15,2307.4
-30.506,-170,349.3,346.62,12.16,12.114,35.001,26.569,7.9992,3.3609,11.806,39.511,26.63097289,60.297,43.636,0.82117,30.98,2114.9,202.34,35.293,600.92,2298.3
-30.506,-170,449.7,446.14,9.87,9.8178,34.721,26.765,7.9666,4.919,17.082,39.852,26.84799417,72.593,44.023,1.1681,31.226,2132,203.65,35.588,705.31,2286.9
-30.506,-170,596.5,591.56,7.79,7.7295,34.479,26.905,7.9643,6.0119,20.358,40.133,27.01048844,65.228,44.347,1.3759,31.414,2136.5,224.52,35.823,756.18,2278.9
-30.506,-170,798.3,791.31,6.5,6.4257,34.376,27.005,7.9523,10.293,24.071,40.325,27.12923257,73.711,44.568,1.6434,31.546,2146.6,224.98,35.985,803.42,2279.8
-30.506,-170,999,989.78,5.28,5.1949,34.34,27.13,7.9046,21.924,28.614,40.539,27.28313575,100.45,44.81,1.9072,31.701,2173.6,207.01,36.17,929.4,2286.2
-30.506,-170,1200,1188.4,3.93,3.8383,34.381,27.31,7.864,43.062,32.231,40.821,27.49111505,130.73,45.123,2.2069,31.916,2210.4,186.75,36.419,1063.9,2306.2
-30.506,-170,1397.8,1383.6,3.14,3.0393,34.476,27.463,7.8454,64.834,34.147,41.033,27.67003993,154.19,45.354,2.3648,32.09,2241.2,169.3,36.613,1134,2330.8
-30.506,-170,1649,1631.3,2.67,2.5537,34.566,27.578,7.8343,88.414,34.807,41.185,27.80157366,169.03,45.517,2.4612,32.217,2270.3,158.13,36.752,1169.4,2358.5
-30.506,-170,1849.1,1828.3,2.43,2.3,34.605,27.631,7.8206,102.85,35.718,41.257,27.86238167,176.98,45.595,2.4684,32.277,2288.3,152.15,36.818,1202.6,2374.1
-30.506,-170,2433.2,2402.6,2.04,1.865,34.649,27.701,7.8041,124.76,35.949,41.361,27.95224916,186.46,45.71,2.4986,32.358,2309.7,146.16,36.911,1210.8,2396.8
-30.506,-170,2746.7,2710.2,1.9,1.6987,34.662,27.724,7.7921,129.55,36.138,41.398,27.98527754,186.22,45.751,2.4953,32.386,2313,147.76,36.944,1216.2,2399.8
-30.506,-170,3747.7,3689.4,1.41,1.1203,34.721,27.813,7.7996,110.63,32.044,41.533,28.12017601,142.88,45.9,2.2119,32.491,2262.1,195.87,37.064,1088.4,2361.4
-30.506,-170,4249.2,4178.4,1.11,0.77489,34.714,27.83,7.7903,116.62,32.064,41.579,28.17615316,136.94,45.956,2.2384,32.518,2259.2,204.83,37.101,1071.6,2360.8
-30.506,-170,4748.6,4664.2,1.02,0.63133,34.71,27.836,7.7689,120.2,32.164,41.597,28.20022265,135.63,45.978,2.2523,32.528,2261.3,207.42,37.115,1078,2362.2
-30.506,-170,5246.7,5147.7,1.05,0.60099,34.709,27.837,7.749,121.78,32.288,41.601,28.20564086,135.9,45.982,2.2255,32.53,2261.5,207.42,37.118,1076,2362.7
-30.003,-170,2.3,2.2843,20.18,20.18,35.422,25.037,8.1247,0.56132,0,37.559,25.05102638,-0.51232,41.553,0.033103,29.304,2007.9,224.69,33.477,318.67,2316
-30.003,-170,46.9,46.575,20.11,20.101,35.425,25.06,8.1222,0.44123,0,37.585,25.07464581,-0.10094,41.581,0.026673,29.328,2009,224.59,33.502,320.47,2315.9
-30.003,-170,97.4,96.714,19.02,19.003,35.569,25.457,8.0993,0.48272,0,38.029,25.47686231,-4.2276,42.039,0.083338,29.741,2039.1,233.02,33.931,357.69,2325.9
-30.003,-170,146.1,145.05,16.76,16.736,35.528,25.983,8.0608,1.1752,4.3282,38.666,26.01615658,36.119,42.71,0.37031,30.305,2075.2,202.63,34.532,434.82,2322.7
-30.003,-170,197.9,196.46,15.64,15.609,35.422,26.162,8.0474,1.4984,5.4313,38.904,26.20146811,40.675,42.967,0.45866,30.505,2085.4,203.48,34.751,469.07,2317.2
-30.003,-170,247,245.17,14.54,14.503,35.287,26.302,8.0213,2.3589,8.5754,39.105,26.34788788,55.689,43.187,0.66065,30.666,2100.2,194.05,34.932,522.57,2310.8
-30.003,-170,297.5,295.26,13.5,13.458,35.167,26.43,8.0068,2.9902,10.694,39.292,26.48222347,61.616,43.392,0.74936,30.814,2109.7,193.61,35.1,562.67,2306.1
-30.003,-170,397.4,394.32,11.16,11.11,34.881,26.663,7.9715,4.3334,15.196,39.667,26.73392415,72.306,43.812,1.0294,31.096,2128.1,196.12,35.43,667.09,2293.2
-30.003,-170,5198,5100.7,1.05,0.60694,34.708,27.836,7.7444,121.02,32.281,41.599,28.20368091,136.54,45.98,2.2498,32.529,2263.4,206.72,37.116,1092.4,2362.4
-30.003,-170,5514.6,5407.6,1.09,0.60633,34.708,27.836,7.73,121.66,32.269,41.6,28.20391631,136.74,45.981,2.2448,32.529,2263.7,206.53,37.116,1094.7,2362.4
-29.502,-169.99,3.1,3.079,20.57,20.569,35.393,24.911,8.1231,0.59,0,37.416,24.92308834,0.6499,41.405,0.024086,29.172,2002.7,222.01,33.339,314.36,2312.9
-29.502,-169.99,23.2,23.042,20.57,20.566,35.392,24.911,8.1224,0.54198,0,37.416,24.92347682,0.26645,41.405,0.010715,29.172,2003.2,222.41,33.339,314.47,2313.4
-29.502,-169.99,73.5,72.99,20.56,20.546,35.396,24.92,8.1198,0.47684,0,37.425,24.93217414,0.1381,41.415,0.033654,29.181,2004,222.61,33.348,315.37,2313.7
-29.502,-169.99,121.5,120.64,18.14,18.119,35.63,25.726,8.0782,0.83818,1.5928,38.339,25.75155763,23.368,42.362,0.21285,30.024,2059.9,209.09,34.227,392.96,2328.6
-29.502,-169.99,172.8,171.56,16.85,16.822,35.533,25.967,8.0625,1.0939,3.5661,38.645,25.99918035,33.623,42.688,0.32407,30.287,2073.3,204.73,34.512,430.15,2322.9
-29.502,-169.99,272,269.98,14.43,14.39,35.268,26.312,8.0182,2.4472,8.5721,39.121,26.35826366,56.395,43.205,0.65908,30.677,2101,193.94,34.946,527.67,2309.6
-29.502,-169.99,348,345.35,12.53,12.483,35.049,26.534,7.9942,3.5789,12.306,39.454,26.59353557,65.888,43.572,0.88912,30.938,2116.5,194.67,35.243,600.45,2300.6
-29.502,-169.99,447.9,444.39,10.22,10.167,34.762,26.738,7.9666,4.7145,16.799,39.802,26.81699374,74.125,43.965,1.1917,31.191,2130.5,199.97,35.545,696,2287.8
-29.502,-169.99,597.9,593,7.76,7.6994,34.479,26.909,7.9639,6.0974,20.927,40.139,27.01513591,58.743,44.354,1.4049,31.419,2136.5,231.2,35.829,757.63,2278.6
-29.502,-169.99,799,792.07,6.55,6.4754,34.377,26.999,7.9662,9.9159,24.363,40.316,27.12273614,71.368,44.558,1.6177,31.539,2144.3,226.98,35.977,776.03,2283.1
-29.502,-169.99,999.9,990.75,5.32,5.2345,34.336,27.122,7.9066,20.987,28.775,40.528,27.27421213,98.372,44.798,1.9176,31.692,2171.8,208.81,36.16,922.99,2285.3
-29.502,-169.99,1199.2,1187.7,4.11,4.0167,34.379,27.291,7.8622,41.393,32.531,40.787,27.46737007,129.87,45.085,2.2082,31.892,2207.8,186.25,36.39,1060.7,2303.8
-29.502,-169.99,1398.6,1384.5,3.24,3.1382,34.464,27.445,7.8371,63.341,34.676,41.007,27.64698421,147.26,45.326,2.3711,32.069,2240.3,175.48,36.589,1150.3,2327.6
-29.502,-169.99,1646.8,1629.2,2.7,2.5835,34.562,27.573,7.8267,88.471,35.162,41.177,27.79479264,168.6,45.508,2.4761,32.211,2270.5,158.33,36.745,1188,2356.3
-29.502,-169.99,1846.9,1826.3,2.44,2.3101,34.606,27.631,7.8158,105.15,35.89,41.256,27.86173671,177.9,45.594,2.4902,32.276,2290,151.15,36.817,1216,2374.3
-29.502,-169.99,2249.9,2222.7,2.15,1.9895,34.64,27.684,7.7976,120.66,36.415,41.334,27.92863072,184.65,45.68,2.5392,32.338,2306.5,146.96,36.888,1241.4,2389.4
-29.502,-169.99,2437.5,2407,2.06,1.8843,34.647,27.698,7.7954,124.56,36.293,41.357,27.948101,186.2,45.705,2.5539,32.355,2310,146.26,36.907,1232.5,2394.4
-29.502,-169.99,2938.8,2898.7,1.81,1.5923,34.672,27.74,7.7839,130.78,36.096,41.422,28.008207,181.81,45.778,2.5299,32.405,2312,153.04,36.965,1220,2398.3
-29.502,-169.99,3249.3,3202.7,1.67,1.4249,34.695,27.771,7.7978,122.05,34.282,41.466,28.05067951,166.14,45.826,2.4312,32.44,2291.1,170.07,37.005,1146.9,2385.1
-29.502,-169.99,3687.7,3631.1,1.41,1.1265,34.72,27.812,7.8002,111.95,32.022,41.531,28.11842284,142.83,45.898,2.2808,32.49,2264.1,195.87,37.062,1093.7,2362.9
-29.502,-169.99,4849,4762.1,1.02,0.61963,34.71,27.837,7.762,121.22,32.268,41.599,28.20261906,136.72,45.98,2.2825,32.529,2262.2,206.43,37.116,1085,2362.2
-29.012,-170,3.3,3.2778,20.38,20.379,35.417,24.98,8.1187,0.55454,0.017586,37.493,24.99321958,0.28263,41.484,0.038142,29.244,2008.5,223.1,33.414,321.15,2314.7
-28.006,-169.99,2.7,2.682,20.85,20.849,35.391,24.834,8.1195,0.57791,0.005217,37.326,24.84502668,-1.576,41.312,0.0147,29.09,2002.5,223.13,33.254,313.79,2313.1
-27.501,-170,3.1,3.0795,21.76,21.759,35.294,24.51,8.1232,0.57155,0,36.965,24.51821053,-4.5278,40.938,0.028365,28.754,1987.1,222.69,32.904,297.88,2307
-27.501,-170,23.3,23.145,21.63,21.625,35.281,24.537,8.1257,0.55858,0,36.998,24.545961,-0.48557,40.974,0.020251,28.783,1986,219.18,32.936,296.78,2306.5
-27.501,-170,73.4,72.902,21.23,21.216,35.301,24.666,8.1209,0.51717,0,37.144,24.67565591,-0.29975,41.124,0.018548,28.917,1991.9,220.55,33.075,304.73,2307
-27.501,-170,223.2,221.6,16.41,16.374,35.488,26.038,8.0538,1.3676,4.4623,38.739,26.0719949,38.662,42.789,0.41102,30.366,2078.1,201.81,34.599,445.95,2320.2
-27.501,-170,271.7,269.73,15.11,15.068,35.34,26.22,8.0419,1.9934,6.9176,38.992,26.26161766,51.113,43.064,0.5705,30.572,2092.4,195.77,34.829,483.65,2318.4
-27.501,-170,349.1,346.5,13.1,13.051,35.101,26.462,7.9988,3.1162,11.074,39.348,26.51638618,64.465,43.456,0.80427,30.853,2111.1,192.99,35.148,579.91,2301.4
-27.501,-170,450.2,446.74,10.41,10.356,34.774,26.715,7.9705,4.6701,16.235,39.767,26.79168013,74.685,43.926,1.1503,31.163,2127.2,198.28,35.513,683.75,2287.3
-27.501,-170,598.4,593.59,7.99,7.9284,34.505,26.896,7.9615,6.028,20.434,40.11,26.99909337,69.354,44.32,1.4222,31.401,2136,219.05,35.804,755.28,2278.7
-27.501,-170,800.8,793.97,6.26,6.1869,34.367,27.029,7.9413,12.424,25.428,40.366,27.15829142,80.171,44.614,1.7497,31.576,2151.5,220.19,36.021,832.61,2279.4
-27.501,-170,998.7,989.72,4.85,4.7682,34.352,27.188,7.8854,28.921,30.15,40.629,27.3505932,114.51,44.909,2.0534,31.77,2187.4,196.04,36.25,990.67,2291.6
-27.501,-170,1199.4,1188,3.69,3.6005,34.416,27.362,7.8541,51.726,33.533,40.89,27.54768961,141.75,45.197,2.3035,31.974,2222.1,177.48,36.483,1102.1,2313.9
-27.501,-170,1400.3,1386.4,2.97,2.8709,34.509,27.505,7.836,74.751,34.77,41.087,27.71827852,159.44,45.412,2.4214,32.136,2252.6,165.31,36.663,1169.6,2338.8
-27.501,-170,1651.8,1634.4,2.54,2.4251,34.587,27.606,7.8274,97.438,35.476,41.222,27.83300678,174.62,45.557,2.5094,32.249,2280.1,153.54,36.787,1197.1,2365.8
-27.501,-170,1846.9,1826.6,2.35,2.2213,34.615,27.645,7.8177,108.75,36.176,41.277,27.87947087,181.09,45.617,2.5451,32.293,2294.6,148.66,36.837,1217.1,2379.3
-27.501,-170,2249.8,2223,2.09,1.9306,34.642,27.69,7.8055,121.06,36.136,41.345,27.93796739,186.02,45.692,2.5706,32.346,2307.8,146.07,36.897,1223.5,2393.1
-27.501,-170,2938.4,2898.7,1.8,1.5825,34.668,27.738,7.7905,131.46,36.162,41.42,28.00677682,185.79,45.776,2.5488,32.403,2314.3,149.15,36.963,1204.7,2402.8
-27.501,-170,3247.9,3201.8,1.67,1.4251,34.688,27.765,7.7871,125.94,34.797,41.461,28.04555775,172.93,45.82,2.4722,32.435,2299.9,163.3,36.999,1178.4,2390.5
-27.501,-170,5248,5150.2,1.06,0.61047,34.71,27.837,7.7493,121.13,32.388,41.6,28.204684,136.51,45.981,2.2652,32.53,2261.3,206.72,37.117,1074.8,2362.7
-27.005,-169.99,3.3,3.2783,22.03,22.029,35.262,24.41,8.1259,0.57181,0,36.854,24.41782367,0.079726,40.824,0.015556,28.65,1982.3,217.1,32.797,292.07,2306
-27.005,-169.99,700.5,694.72,7.05,6.9824,34.413,26.959,7.9667,7.7898,22.279,40.24,27.07474458,65.338,44.47,1.4979,31.486,2138.1,229.49,35.913,765.84,2278.4
